session;task;date;position;dorsal;player;time;active_time;effective_time;rpe;sleep;sleeping_hours;fatigue;pain;mood;stress;total_distance;minute_distance;distance_vrange1;distance_vrange2;distance_vrange3;distance_vrange4;distance_vrange5;distance_vrange6;hmld;hmld_count;hmld_time;hmld_relative;hsr;hsr_time;num_hsr;sprints;num_acc;num_acc_expl;num_dec;num_dec_expl;num_hids;hid_intervals;average_speed;max_speed;max_acc;max_dec;time_vrange1;time_vrange2;time_vrange3;time_vrange4;time_vrange5;time_vrange6;zone1_time;zone2_time;zone3_time;zone4_time;zone1_hsr_time;zone2_hsr_time;zone3_hsr_time;zone4_hsr_time;zone1_hsr_distance;zone2_hsr_distance;zone3_hsr_distance;zone4_hsr_distance;player_load
j11;Periodo 1;11/8/2025;defender;1;Campeny;49,054;45,015;0,000;;;;;;;;5.277,606;107,587;1.913,552;1.597,762;727,635;688,692;243,781;47,417;1.150,786;275,000;5,642;23,459;290,645;0,658;21,000;1,000;93,000;31,000;101,000;29,000;21,000;2,360;0,000;28,931;4,507;-7,309;28,503;10,077;3,230;2,428;0,675;0,102;3,057;13,280;23,038;6,318;0,008;0,292;0,315;0,037;9,182;130,427;129,384;18,199;0,000
j11;Periodo 1;11/8/2025;midfield;1;Adnane;49,054;44,957;0,000;;;;;;;;5.720,015;116,606;2.096,265;1.416,955;892,689;778,248;354,879;85,505;1.202,052;227,000;4,917;24,505;431,333;0,985;38,000;5,000;67,000;25,000;63,000;34,000;38,000;1,257;0,000;29,767;4,760;-6,167;28,330;8,783;3,960;2,718;0,980;0,185;8,400;26,168;10,545;1,072;0,177;0,447;0,263;0,080;78,428;194,223;120,908;28,575;0,000
j11;Periodo 1;11/8/2025;midfield;1;Izan;49,054;43,823;0,000;;;;;;;;5.475,412;111,620;1.813,418;1.613,903;930,543;688,599;251,726;134,172;1.175,563;228,000;5,020;23,965;366,866;0,818;22,000;6,000;75,000;26,000;70,000;35,000;22,000;2,054;0,000;30,028;5,169;-7,864;26,200;10,037;4,158;2,448;0,688;0,292;1,037;22,240;20,650;4,188;0,000;0,522;0,200;0,073;0,000;231,600;87,051;36,369;0,000
j11;Periodo 1;11/8/2025;defender;1;Guillem;49,054;44,535;0,000;;;;;;;;6.298,636;128,402;1.572,209;1.802,966;1.123,699;1.112,606;577,139;42,394;1.621,537;308,000;7,180;33,056;609,492;1,482;33,000;3,000;97,000;31,000;102,000;45,000;33,000;1,453;0,000;28,508;4,366;-5,778;22,623;11,392;4,970;3,878;1,577;0,095;8,697;19,395;10,270;2,343;0,222;0,982;0,223;0,000;94,741;397,131;91,727;0,000;0,000
j11;Periodo 1;11/8/2025;defender;1;Escoruela;49,054;43,162;0,000;;;;;;;;5.187,471;105,750;1.959,726;1.223,594;653,229;720,723;448,825;162,578;1.500,652;268,000;6,405;30,592;606,407;1,430;31,000;8,000;76,000;34,000;77,000;50,000;31,000;1,515;0,000;31,330;5,161;-8,530;28,333;7,797;2,907;2,537;1,238;0,350;6,860;15,507;11,683;4,308;0,140;0,485;0,440;0,032;53,654;199,138;188,840;15,832;0,000
j11;Periodo 1;11/8/2025;forward;1;Canito;49,054;43,280;0,000;;;;;;;;5.244,130;106,905;2.056,577;1.141,953;639,925;699,033;425,502;145,546;1.435,829;235,000;5,760;29,270;557,380;1,260;35,000;6,000;59,000;41,000;66,000;34,000;35,000;1,299;0,000;31,592;5,285;-5,642;29,662;6,958;2,807;2,398;1,145;0,310;18,360;24,613;3,708;0,557;0,545;0,462;0,253;0,000;234,957;213,848;108,576;0,000;0,000
j11;Periodo 1;11/8/2025;defender;4;Cano;49,054;43,557;0,000;;;;;;;;5.158,584;105,161;2.024,091;1.501,805;874,718;575,368;113,875;8,862;872,868;266,000;5,063;17,794;122,738;0,272;10,000;1,000;101,000;29,000;90,000;36,000;10,000;5,315;0,000;26,586;5,174;-4,953;27,913;9,357;3,897;2,050;0,320;0,020;5,220;9,325;22,567;11,153;0,003;0,020;0,200;0,048;2,875;7,909;87,494;24,460;0,000
j11;Periodo 1;11/8/2025;midfield;18;Caravaca;49,054;44,628;0,000;;;;;;;;5.482,623;111,767;1.787,310;1.466,222;804,064;858,670;500,133;60,520;1.555,206;291,000;6,872;31,704;557,890;1,377;38,000;2,000;102,000;22,000;80,000;49,000;38,000;1,275;0,000;28,164;4,167;-6,940;27,203;9,285;3,608;3,017;1,378;0,137;15,893;24,222;6,333;1,062;0,282;0,860;0,192;0,000;109,993;343,383;84,856;0,000;0,000
j11;Periodo 1;11/8/2025;midfield;25;Meshak;49,054;44,995;0,000;;;;;;;;6.146,452;125,299;1.872,769;1.671,207;1.010,289;1.052,367;287,512;29,628;1.233,788;286,000;5,847;25,152;315,431;0,715;24,000;2,000;104,000;27,000;96,000;35,000;24,000;2,023;0,000;27,498;4,702;-5,189;26,013;10,170;4,362;3,605;0,780;0,065;3,855;24,085;17,845;3,037;0,060;0,193;0,353;0,108;26,373;95,059;154,784;39,215;0,000
j11;Periodo 1;11/8/2025;defender/LTI;27;Joan Puig;49,054;45,927;0,000;;;;;;;;5.634,523;114,863;2.013,192;1.500,673;837,504;749,305;393,401;78,838;1.423,824;292,000;6,457;29,026;463,686;1,123;23,000;5,000;101,000;32,000;91,000;45,000;23,000;2,159;0,000;27,116;4,589;-6,025;28,833;9,493;3,707;2,650;1,063;0,180;3,335;9,748;23,513;10,870;0,402;0,282;0,393;0,047;164,902;114,717;164,232;19,835;0,000
