session;task;date;position;dorsal;player;time;active_time;effective_time;rpe;sleep;sleeping_hours;fatigue;pain;mood;stress;total_distance;minute_distance;distance_vrange1;distance_vrange2;distance_vrange3;distance_vrange4;distance_vrange5;distance_vrange6;hmld;hmld_count;hmld_time;hmld_relative;hsr;hsr_time;num_hsr;sprints;num_acc;num_acc_expl;num_dec;num_dec_expl;num_hids;hid_intervals;average_speed;max_speed;max_acc;max_dec;time_vrange1;time_vrange2;time_vrange3;time_vrange4;time_vrange5;time_vrange6;zone1_time;zone2_time;zone3_time;zone4_time;zone1_hsr_time;zone2_hsr_time;zone3_hsr_time;zone4_hsr_time;zone1_hsr_distance;zone2_hsr_distance;zone3_hsr_distance;zone4_hsr_distance;player_load
J10;1A PART;11/1/2025;defender;1;Campeny;50,203;44,128;0,000;;;;;;;;5.447,065;108,500;2.069,306;1.384,360;644,596;580,775;276,685;73,301;1.231,780;282,000;5,825;24,536;344,574;0,733;20,000;5,000;92,000;36,000;96,000;38,000;20,000;2,387;0,000;29,050;4,579;-5,752;30,328;8,318;2,698;1,922;0,710;0,152;8,470;17,635;11,080;5,997;0,077;0,228;0,317;0,067;38,437;106,161;150,395;29,719;0,000
J10;1A PART;11/1/2025;forward;1;Andrews;50,203;46,265;0,000;;;;;;;;5.285,007;105,272;2.082,909;1.429,594;605,048;587,865;352,554;78,032;1.229,058;251,000;5,297;24,482;423,185;0,953;31,000;7,000;71,000;36,000;85,000;28,000;31,000;1,497;0,000;29,120;4,608;-6,860;31,472;9,007;2,650;2,015;0,952;0,170;2,172;12,085;18,225;12,462;0,157;0,368;0,317;0,095;68,450;163,115;142,348;40,747;0,000
J10;1A PART;11/1/2025;midfield;1;Adnane;50,203;47,483;0,000;;;;;;;;6.008,521;119,684;2.205,908;1.667,528;788,726;671,498;407,836;99,868;1.307,144;237,000;5,197;26,037;507,703;1,167;31,000;7,000;71,000;31,000;67,000;37,000;31,000;1,427;0,000;29,517;3,996;-5,910;30,110;10,290;3,463;2,313;1,092;0,215;2,297;16,280;19,072;10,473;0,005;0,400;0,698;0,063;5,119;178,469;294,759;29,357;0,000
J10;1A PART;11/1/2025;midfield;1;Izan;50,203;45,562;0,000;;;;;;;;5.887,577;117,275;2.052,456;1.520,934;1.015,168;600,204;202,732;82,385;1.003,484;237,000;4,773;19,988;284,528;0,592;18,000;5,000;70,000;34,000;82,000;33,000;18,000;2,456;0,000;29,389;5,190;-6,606;29,628;8,960;4,237;2,043;0,523;0,170;7,135;22,042;19,032;1,110;0,070;0,175;0,347;0,000;37,505;83,283;163,739;0,000;0,000
J10;1A PART;11/1/2025;midfield/MC;1;Pla;50,203;46,693;0,000;;;;;;;;5.794,201;115,415;2.230,388;1.572,882;855,997;620,033;290,148;26,894;1.099,447;244,000;5,057;21,900;311,349;0,697;24,000;1,000;82,000;24,000;84,000;30,000;24,000;1,883;0,000;29,656;6,016;-5,145;30,293;9,698;3,727;2,133;0,785;0,057;3,197;17,473;19,480;8,703;0,052;0,260;0,348;0,037;30,099;114,431;148,753;18,066;0,000
J10;1A PART;11/1/2025;defender;1;Escoruela;50,203;44,100;0,000;;;;;;;;5.626,279;112,070;1.980,986;1.417,775;863,451;599,591;380,235;120,822;1.424,294;297,000;6,100;28,371;498,178;1,132;29,000;7,000;98,000;33,000;92,000;45,000;29,000;1,641;0,000;31,217;5,244;-6,458;28,598;8,502;3,708;2,035;1,005;0,252;7,312;17,892;12,210;6,630;0,047;0,413;0,595;0,077;19,337;180,507;266,501;31,832;0,000
J10;1A PART;11/1/2025;forward;1;Canito;50,203;45,473;0,000;;;;;;;;5.132,150;102,227;2.327,403;965,916;618,284;596,630;351,932;162,604;1.396,685;250,000;5,602;27,821;512,263;1,112;28,000;12,000;71,000;40,000;64,000;47,000;28,000;1,715;0,000;32,481;5,475;-6,096;33,417;5,978;2,717;2,073;0,943;0,345;0,880;7,622;24,398;16,443;0,000;0,215;0,630;0,267;0,000;103,375;294,020;114,868;0,000
J10;1A PART;11/1/2025;defender;4;Cano;50,203;44,777;0,000;;;;;;;;5.394,018;107,443;2.204,178;1.398,382;807,332;461,650;217,987;41,431;1.087,447;260,000;5,568;21,661;258,841;0,595;17,000;3,000;90,000;23,000;93,000;37,000;17,000;2,575;0,000;27,651;4,469;-5,085;30,600;8,478;3,468;1,560;0,580;0,090;15,143;21,790;5,118;6,638;0,160;0,017;0,322;0,097;73,854;11,424;134,449;39,114;0,000
J10;1A PART;11/1/2025;midfield;18;Caravaca;50,203;45,968;0,000;;;;;;;;5.430,014;108,160;1.907,410;1.580,100;779,241;676,615;306,666;21,200;1.195,045;270,000;5,675;23,804;307,233;0,707;25,000;1,000;102,000;16,000;81,000;46,000;25,000;1,857;0,000;28,984;4,181;-5,747;29,568;9,782;3,407;2,335;0,832;0,045;4,673;24,138;14,020;6,413;0,063;0,412;0,217;0,015;30,340;175,622;93,522;7,748;0,000
J10;1A PART;11/1/2025;defender/LTI;27;Joan Puig;50,203;46,573;0,000;;;;;;;;5.415,436;107,870;2.106,314;1.318,847;843,368;648,142;255,395;107,774;1.296,762;287,000;6,112;25,830;355,818;0,765;21,000;6,000;94,000;37,000;84,000;51,000;21,000;2,206;0,000;29,317;4,598;-6,547;31,477;8,218;3,687;2,275;0,683;0,233;15,328;22,093;5,878;5,387;0,242;0,233;0,163;0,127;108,672;112,486;78,168;56,492;0,000
