session;task;date;position;dorsal;player;time;active_time;effective_time;rpe;sleep;sleeping_hours;fatigue;pain;mood;stress;total_distance;minute_distance;distance_vrange1;distance_vrange2;distance_vrange3;distance_vrange4;distance_vrange5;distance_vrange6;hmld;hmld_count;hmld_time;hmld_relative;hsr;hsr_time;num_hsr;sprints;num_acc;num_acc_expl;num_dec;num_dec_expl;num_hids;hid_intervals;average_speed;max_speed;max_acc;max_dec;time_vrange1;time_vrange2;time_vrange3;time_vrange4;time_vrange5;time_vrange6;zone1_time;zone2_time;zone3_time;zone4_time;zone1_hsr_time;zone2_hsr_time;zone3_hsr_time;zone4_hsr_time;zone1_hsr_distance;zone2_hsr_distance;zone3_hsr_distance;zone4_hsr_distance;player_load
j7;1A PART;10/11/2025;defender;1;Campeny;47,342;44,737;0,000;;;;;;;;5.714,092;120,698;1.928,771;1.624,053;834,398;742,579;334,105;51,625;1.343,377;309,000;6,422;28,376;385,168;0,912;26,000;4,000;101,000;29,000;107,000;46,000;26,000;1,751;0,000;28,393;4,026;-5,864;27,480;10,065;3,623;2,545;0,912;0,112;1,313;4,510;23,730;15,077;0,000;0,085;0,412;0,275;0,000;32,397;173,318;118,959;0,000
j7;1A PART;10/11/2025;forward;1;Andrews;47,342;44,635;0,000;;;;;;;;5.520,893;116,617;1.881,498;1.454,427;971,511;749,697;375,925;87,755;1.418,226;257,000;6,152;29,957;450,358;1,030;34,000;6,000;76,000;29,000;85,000;33,000;34,000;1,240;0,000;29,860;4,878;-5,329;27,213;9,147;4,365;2,668;1,050;0,192;4,710;19,453;13,942;6,383;0,120;0,360;0,370;0,112;56,062;159,516;157,269;47,001;0,000
j7;1A PART;10/11/2025;midfield;1;Adnane;47,342;45,235;0,000;;;;;;;;5.864,353;123,871;2.091,340;1.649,128;867,017;781,242;410,264;65,344;1.402,077;273,000;5,820;29,616;471,101;1,092;33,000;4,000;78,000;36,000;79,000;47,000;33,000;1,397;0,000;28,626;4,938;-8,363;26,800;10,510;3,883;2,772;1,123;0,147;3,008;19,060;18,990;4,038;0,000;0,188;0,822;0,072;0,000;83,781;347,665;33,903;0,000
j7;1A PART;10/11/2025;midfield;1;Izan;47,342;45,253;0,000;;;;;;;;5.933,985;125,342;1.889,797;1.826,637;904,571;825,986;365,417;82,977;1.292,686;237,000;5,655;27,305;446,731;1,060;29,000;6,000;82,000;20,000;74,000;32,000;29,000;1,521;0,000;29,822;4,353;-5,527;25,643;11,455;4,050;2,913;1,008;0,183;0,915;15,120;20,422;10,430;0,015;0,218;0,692;0,135;6,371;91,730;280,672;67,958;0,000
j7;1A PART;10/11/2025;midfield/MC;1;Pla;47,342;45,868;0,000;;;;;;;;6.300,223;133,078;1.757,140;2.007,126;1.161,862;969,700;331,379;33,971;1.337,251;293,000;6,287;28,246;360,332;0,863;28,000;4,000;106,000;19,000;106,000;34,000;28,000;1,687;0,000;27,957;4,662;-5,792;23,545;12,688;5,173;3,460;0,925;0,077;4,272;18,943;17,348;5,382;0,042;0,317;0,440;0,027;17,603;136,799;177,997;13,770;0,000
j7;1A PART;10/11/2025;defender;1;Guillem;47,342;43,800;0,000;;;;;;;;5.908,215;124,798;1.632,009;1.765,990;978,250;948,228;420,702;63,837;1.543,277;357,000;7,665;32,598;479,448;1,147;31,000;4,000;117,000;36,000;108,000;65,000;31,000;1,451;0,000;30,150;4,368;-6,572;23,752;11,123;4,303;3,335;1,148;0,138;2,037;9,282;18,027;9,262;0,000;0,237;0,547;0,137;0,000;98,373;228,474;60,843;0,000
j7;1A PART;10/11/2025;forward;1;Canito;47,342;44,002;0,000;;;;;;;;5.526,280;116,730;1.881,368;1.408,369;858,769;685,697;493,186;198,514;1.625,435;271,000;6,627;34,334;682,716;1,597;38,000;10,000;71,000;43,000;71,000;48,000;38,000;1,168;0,000;31,325;4,780;-5,858;27,098;8,828;3,855;2,447;1,348;0,425;9,420;24,587;11,945;1,093;0,263;0,908;0,425;0,000;112,759;382,132;187,825;0,000;0,000
j7;1A PART;10/11/2025;defender;4;Cano;47,342;43,873;0,000;;;;;;;;5.586,608;118,005;2.044,241;1.623,813;789,982;675,425;266,079;16,573;1.112,648;265,000;5,590;23,502;272,790;0,643;25,000;2,000;103,000;22,000;83,000;32,000;25,000;1,741;0,000;27,166;5,171;-5,690;27,383;9,952;3,447;2,325;0,730;0,037;1,608;2,632;22,080;18,513;0,033;0,020;0,288;0,302;13,523;6,927;114,895;137,445;0,000
j7;1A PART;10/11/2025;midfield;25;Meshak;47,342;45,643;0,000;;;;;;;;6.167,591;130,277;1.894,330;1.682,901;1.093,359;967,958;385,054;109,236;1.558,025;288,000;6,723;32,910;493,740;1,192;32,000;7,000;100,000;33,000;78,000;45,000;32,000;1,433;0,000;30,781;5,096;-5,975;25,432;10,587;4,873;3,440;1,072;0,240;0,607;14,355;22,087;10,127;0,013;0,183;0,905;0,090;7,209;75,810;375,219;35,503;0,000
j7;1A PART;10/11/2025;defender/LTI;27;Joan Puig;47,342;46,142;0,000;;;;;;;;6.118,715;129,244;1.952,052;1.579,581;971,801;995,142;446,072;112,681;1.730,388;346,000;7,528;36,551;545,897;1,263;40,000;7,000;116,000;40,000;97,000;53,000;40,000;1,137;0,000;30,817;3,950;-8,393;26,887;9,987;4,310;3,483;1,230;0,245;1,693;4,510;22,013;16,560;0,035;0,177;0,568;0,418;14,502;74,041;252,607;175,626;0,000
j7;1A PART;10/11/2025;;;;47,342;44,919;0,000;;;;;;;;5.864,095;123,866;1.895,255;1.662,203;943,152;834,165;382,818;82,251;1.436,339;289,600;6,447;30,339;458,828;1,080;31,600;5,400;95,000;30,700;88,800;43,500;31,600;1,453;0,000;29,490;4,622;-6,336;26,123;10,434;4,188;2,939;1,055;0,179;2,958;13,245;19,058;9,687;0,052;0,269;0,547;0,157;22,803;114,150;229,594;69,101;0,000
