session;task;date;position;dorsal;player;time;active_time;effective_time;rpe;sleep;sleeping_hours;fatigue;pain;mood;stress;total_distance;minute_distance;distance_vrange1;distance_vrange2;distance_vrange3;distance_vrange4;distance_vrange5;distance_vrange6;hmld;hmld_count;hmld_time;hmld_relative;hsr;hsr_time;num_hsr;sprints;num_acc;num_acc_expl;num_dec;num_dec_expl;num_hids;hid_intervals;average_speed;max_speed;max_acc;max_dec;time_vrange1;time_vrange2;time_vrange3;time_vrange4;time_vrange5;time_vrange6;zone1_time;zone2_time;zone3_time;zone4_time;zone1_hsr_time;zone2_hsr_time;zone3_hsr_time;zone4_hsr_time;zone1_hsr_distance;zone2_hsr_distance;zone3_hsr_distance;zone4_hsr_distance;player_load
j12;Periodo 1;11/16/2025;defender;1;Campeny;50,528;44,358;0,000;;;;;;;;5.092,399;100,784;2.021,190;1.419,014;653,881;572,514;178,891;33,234;1.039,152;302,000;5,700;20,566;208,677;0,460;14,000;2,000;107,000;32,000;109,000;40,000;14,000;3,568;0,000;28,640;4,794;-6,119;30,265;8,775;2,807;1,965;0,475;0,072;11,332;25,383;8,607;4,457;0,133;0,302;0,025;0,000;62,797;131,830;14,050;0,000;0,000
j12;Periodo 1;11/16/2025;forward;1;Andrews;50,528;44,470;0,000;;;;;;;;5.145,411;101,833;1.971,169;1.303,871;572,265;651,138;380,261;116,581;1.456,782;291,000;6,460;28,831;495,081;1,107;32,000;8,000;96,000;34,000;89,000;40,000;32,000;1,498;0,000;31,363;4,666;-6,640;30,310;8,153;2,495;2,250;1,012;0,250;1,113;5,953;19,730;11,942;0,000;0,457;0,447;0,038;0,000;194,846;206,827;20,553;0,000
j12;Periodo 1;11/16/2025;midfield;1;Adnane;50,528;42,688;0,000;;;;;;;;5.052,802;100,001;2.042,163;1.299,867;737,233;645,392;250,165;30,116;973,460;213,000;4,462;19,266;277,490;0,603;23,000;3,000;76,000;19,000;56,000;39,000;23,000;1,947;0,000;27,223;4,520;-6,749;28,110;8,282;3,277;2,277;0,675;0,068;0,693;13,983;24,312;8,417;0,000;0,080;0,497;0,027;0,000;40,977;221,613;14,900;0,000
j12;Periodo 1;11/16/2025;midfield;1;Izan;50,528;45,945;0,000;;;;;;;;5.772,805;114,250;1.910,456;1.693,543;969,258;746,489;271,249;46,693;1.271,122;305,000;6,175;25,157;314,548;0,718;25,000;2,000;101,000;24,000;113,000;42,000;25,000;1,951;0,000;29,661;4,665;-7,401;27,670;10,570;4,242;2,615;0,748;0,100;3,945;22,485;16,635;6,875;0,012;0,413;0,263;0,030;5,406;176,379;120,754;12,008;0,000
j12;Periodo 1;11/16/2025;defender;1;Guillem;50,528;43,598;0,000;;;;;;;;5.540,992;109,662;1.837,583;1.422,443;808,191;719,068;314,809;62,400;1.414,395;349,000;6,957;27,992;352,481;0,790;26,000;3,000;123,000;32,000;115,000;53,000;26,000;1,713;0,000;28,047;4,906;-6,446;28,290;8,562;3,398;2,383;0,833;0,132;2,332;10,883;6,778;7,092;0,092;0,148;0,158;0,027;44,157;64,099;70,646;11,457;0,000
j12;Periodo 1;11/16/2025;defender;1;Escoruela;50,528;44,377;0,000;;;;;;;;5.482,169;108,498;1.993,383;1.513,440;649,652;746,448;300,712;101,503;1.291,582;279,000;6,020;25,562;386,670;0,893;20,000;7,000;89,000;28,000;101,000;41,000;20,000;2,450;0,000;29,182;5,167;-6,544;28,552;9,412;2,832;2,562;0,798;0,222;4,567;19,182;10,752;9,103;0,000;0,537;0,328;0,028;0,000;226,057;145,794;14,819;0,000
j12;Periodo 1;11/16/2025;midfield;18;Caravaca;50,528;44,702;0,000;;;;;;;;5.526,501;109,376;1.824,831;1.495,789;774,202;947,085;373,921;29,421;1.334,354;285,000;6,238;26,408;392,173;0,955;28,000;3,000;108,000;18,000;90,000;41,000;28,000;1,722;0,000;27,384;5,041;-5,974;27,473;9,405;3,432;3,292;1,033;0,067;2,943;18,482;20,732;7,593;0,155;0,362;0,383;0,055;62,108;149,006;154,116;26,944;0,000
j12;Periodo 1;11/16/2025;defender/LTI;27;Joan Puig;50,528;45,853;0,000;;;;;;;;5.247,578;103,855;1.901,926;1.518,603;751,013;721,602;266,477;87,929;1.334,848;321,000;6,387;26,418;334,252;0,732;23,000;7,000;114,000;37,000;118,000;29,000;23,000;2,130;0,000;29,990;5,610;-4,845;29,228;9,770;3,365;2,562;0,735;0,193;9,793;25,750;5,792;8,363;0,100;0,287;0,190;0,155;39,049;142,852;87,587;64,765;0,000
j12;Periodo 1;11/16/2025;forward;28;Khalid;50,528;44,450;0,000;;;;;;;;5.160,562;102,133;1.844,999;1.407,253;718,877;597,554;385,100;64,345;1.421,166;342,000;6,593;28,126;426,495;0,977;30,000;4,000;110,000;42,000;101,000;59,000;30,000;1,620;0,000;28,389;4,513;-5,953;29,258;8,823;3,135;2,060;1,033;0,140;0,365;5,885;23,790;20,178;0,132;0,352;0,347;0,147;54,074;143,835;157,936;70,651;0,000
j12;Periodo 1;11/16/2025;midfield;29;Vacas;50,528;44,057;0,000;;;;;;;;5.512,373;109,096;1.943,911;1.316,031;787,682;742,251;392,328;80,529;1.455,081;312,000;6,507;28,798;469,399;1,068;26,000;6,000;98,000;40,000;93,000;55,000;26,000;1,723;0,000;31,566;4,755;-5,366;28,845;8,113;3,368;2,530;1,030;0,170;0,847;7,200;23,645;17,922;0,000;0,337;0,637;0,095;0,000;141,770;278,366;49,262;0,000
